latitude,longitude,land_use_type,concealment
34.173737373737374,-118.06262626262627,light_vegetation,0.5
34.173737373737374,-118.06060606060606,open_ground,0.1
34.173737373737374,-118.05858585858586,road,0.1
34.173737373737374,-118.05656565656565,open_ground,0.1
34.173737373737374,-118.05454545454546,open_ground,0.1
34.173737373737374,-118.05252525252526,open_ground,0.1
34.173737373737374,-118.05050505050505,open_ground,0.1
34.173737373737374,-118.04848484848485,open_ground,0.1
34.173737373737374,-118.04646464646464,open_ground,0.1
34.173737373737374,-118.04444444444445,light_vegetation,0.5
34.173737373737374,-118.04242424242425,light_vegetation,0.5
34.173737373737374,-118.04040404040404,open_ground,0.1
34.173737373737374,-118.03838383838384,road,0.1
34.173737373737374,-118.03636363636363,open_ground,0.1
34.173737373737374,-118.03434343434344,open_ground,0.1
34.173737373737374,-118.03232323232324,open_ground,0.1
34.173737373737374,-118.03030303030303,open_ground,0.1
34.173737373737374,-118.02828282828283,open_ground,0.1
34.173737373737374,-118.02626262626262,open_ground,0.1
34.173737373737374,-118.02424242424243,light_vegetation,0.5
34.173737373737374,-118.02222222222223,open_ground,0.1
34.173737373737374,-118.02020202020202,open_ground,0.1
34.173737373737374,-118.01818181818182,road,0.1
34.173737373737374,-118.01616161616161,open_ground,0.1
34.173737373737374,-118.01414141414142,open_ground,0.1
34.173737373737374,-118.01212121212122,open_ground,0.1
34.173737373737374,-118.01010101010101,open_ground,0.1
34.173737373737374,-118.0080808080808,light_vegetation,0.5
34.173737373737374,-118.0060606060606,light_vegetation,0.5
34.173737373737374,-118.00404040404041,open_ground,0.1
34.173737373737374,-118.0020202020202,open_ground,0.1
34.173737373737374,-118.0,road,0.1
34.17575757575758,-118.2,road,0.1
34.17575757575758,-118.1979797979798,light_vegetation,0.5
34.17575757575758,-118.1959595959596,light_vegetation,0.5
34.17575757575758,-118.1939393939394,open_ground,0.1
34.17575757575758,-118.1919191919192,light_vegetation,0.5
34.17575757575758,-118.18989898989899,light_vegetation,0.5
34.17575757575758,-118.18787878787879,open_ground,0.1
34.17575757575758,-118.18585858585858,open_ground,0.1
34.17575757575758,-118.18383838383839,open_ground,0.1
34.17575757575758,-118.18181818181819,light_vegetation,0.5
34.17575757575758,-118.17979797979798,road,0.1
34.17575757575758,-118.17777777777778,open_ground,0.1
34.17575757575758,-118.17575757575757,open_ground,0.1
34.17575757575758,-118.17373737373738,open_ground,0.1
34.17575757575758,-118.17171717171718,open_ground,0.1
34.17575757575758,-118.16969696969697,light_vegetation,0.5
34.17575757575758,-118.16767676767677,open_ground,0.1
34.17575757575758,-118.16565656565656,open_ground,0.1
34.17575757575758,-118.16363636363637,light_vegetation,0.5
34.17575757575758,-118.16161616161617,open_ground,0.1
34.17575757575758,-118.15959595959596,road,0.1
34.17575757575758,-118.15757575757576,open_ground,0.1
34.17575757575758,-118.15555555555555,light_vegetation,0.5
34.17575757575758,-118.15353535353536,open_ground,0.1
34.17575757575758,-118.15151515151516,light_vegetation,0.5
34.17575757575758,-118.14949494949495,light_vegetation,0.5
34.17575757575758,-118.14747474747475,light_vegetation,0.5
34.17575757575758,-118.14545454545454,light_vegetation,0.5
34.17575757575758,-118.14343434343435,open_ground,0.1
34.17575757575758,-118.14141414141415,light_vegetation,0.5
34.17575757575758,-118.13939393939394,road,0.1
34.17575757575758,-118.13737373737374,light_vegetation,0.5
34.17575757575758,-118.13535353535353,open_ground,0.1
34.17575757575758,-118.13333333333334,light_vegetation,0.5
34.17575757575758,-118.13131313131314,light_vegetation,0.5
34.17575757575758,-118.12929292929293,open_ground,0.1
34.17575757575758,-118.12727272727273,light_vegetation,0.5
34.17575757575758,-118.12525252525252,light_vegetation,0.5
34.17575757575758,-118.12323232323233,open_ground,0.1
34.17575757575758,-118.12121212121212,open_ground,0.1
34.17575757575758,-118.11919191919192,road,0.1
34.17575757575758,-118.11717171717171,open_ground,0.1
34.17575757575758,-118.11515151515151,open_ground,0.1
34.17575757575758,-118.11313131313132,open_ground,0.1
34.17575757575758,-118.11111111111111,light_vegetation,0.5
34.17575757575758,-118.10909090909091,open_ground,0.1
34.17575757575758,-118.1070707070707,open_ground,0.1
34.17575757575758,-118.1050505050505,open_ground,0.1
34.17575757575758,-118.10303030303031,open_ground,0.1
34.17575757575758,-118.1010101010101,open_ground,0.1
34.17575757575758,-118.0989898989899,road,0.1
34.17575757575758,-118.0969696969697,open_ground,0.1
34.17575757575758,-118.0949494949495,light_vegetation,0.5
34.17575757575758,-118.0929292929293,open_ground,0.1
34.17575757575758,-118.0909090909091,open_ground,0.1
34.17575757575758,-118.08888888888889,open_ground,0.1
34.17575757575758,-118.08686868686868,open_ground,0.1
34.17575757575758,-118.0848484848485,open_ground,0.1
34.17575757575758,-118.08282828282829,open_ground,0.1
34.17575757575758,-118.08080808080808,open_ground,0.1
34.17575757575758,-118.07878787878788,road,0.1
34.17575757575758,-118.07676767676767,light_vegetation,0.5
34.17575757575758,-118.07474747474748,open_ground,0.1
34.17575757575758,-118.07272727272728,open_ground,0.1
34.17575757575758,-118.07070707070707,open_ground,0.1
34.17575757575758,-118.06868686868687,light_vegetation,0.5
34.17575757575758,-118.06666666666666,open_ground,0.1
34.17575757575758,-118.06464646464647,open_ground,0.1
34.17575757575758,-118.06262626262627,light_vegetation,0.5
34.17575757575758,-118.06060606060606,light_vegetation,0.5
34.17575757575758,-118.05858585858586,road,0.1
34.17575757575758,-118.05656565656565,open_ground,0.1
34.17575757575758,-118.05454545454546,light_vegetation,0.5
34.17575757575758,-118.05252525252526,open_ground,0.1
34.17575757575758,-118.05050505050505,open_ground,0.1
34.17575757575758,-118.04848484848485,open_ground,0.1
34.17575757575758,-118.04646464646464,open_ground,0.1
34.17575757575758,-118.04444444444445,open_ground,0.1
34.17575757575758,-118.04242424242425,open_ground,0.1
34.17575757575758,-118.04040404040404,open_ground,0.1
34.17575757575758,-118.03838383838384,road,0.1
34.17575757575758,-118.03636363636363,open_ground,0.1
34.17575757575758,-118.03434343434344,open_ground,0.1
34.17575757575758,-118.03232323232324,open_ground,0.1
34.17575757575758,-118.03030303030303,open_ground,0.1
34.17575757575758,-118.02828282828283,open_ground,0.1
34.17575757575758,-118.02626262626262,light_vegetation,0.5
34.17575757575758,-118.02424242424243,light_vegetation,0.5
34.17575757575758,-118.02222222222223,open_ground,0.1
34.17575757575758,-118.02020202020202,open_ground,0.1
34.17575757575758,-118.01818181818182,road,0.1
34.17575757575758,-118.01616161616161,open_ground,0.1
34.17575757575758,-118.01414141414142,open_ground,0.1
34.17575757575758,-118.01212121212122,open_ground,0.1
34.17575757575758,-118.01010101010101,light_vegetation,0.5
34.17575757575758,-118.0080808080808,open_ground,0.1
34.17575757575758,-118.0060606060606,open_ground,0.1
34.17575757575758,-118.00404040404041,open_ground,0.1
34.17575757575758,-118.0020202020202,open_ground,0.1
34.17575757575758,-118.0,road,0.1
34.17777777777778,-118.2,road,0.1
34.17777777777778,-118.1979797979798,light_vegetation,0.5
34.17777777777778,-118.1959595959596,open_ground,0.1
34.17777777777778,-118.1939393939394,light_vegetation,0.5
34.17777777777778,-118.1919191919192,open_ground,0.1
34.17777777777778,-118.18989898989899,open_ground,0.1
34.17777777777778,-118.18787878787879,light_vegetation,0.5
34.17777777777778,-118.18585858585858,light_vegetation,0.5
34.17777777777778,-118.18383838383839,light_vegetation,0.5
34.17777777777778,-118.18181818181819,open_ground,0.1
34.17777777777778,-118.17979797979798,road,0.1
34.17777777777778,-118.17777777777778,open_ground,0.1
34.17777777777778,-118.17575757575757,open_ground,0.1
34.17777777777778,-118.17373737373738,open_ground,0.1
34.17777777777778,-118.17171717171718,light_vegetation,0.5
34.17777777777778,-118.16969696969697,open_ground,0.1
34.17777777777778,-118.16767676767677,open_ground,0.1
34.17777777777778,-118.16565656565656,light_vegetation,0.5
34.17777777777778,-118.16363636363637,open_ground,0.1
34.17777777777778,-118.16161616161617,light_vegetation,0.5
34.17777777777778,-118.15959595959596,road,0.1
34.17777777777778,-118.15757575757576,open_ground,0.1
34.17777777777778,-118.15555555555555,light_vegetation,0.5
34.17777777777778,-118.15353535353536,open_ground,0.1
34.17777777777778,-118.15151515151516,open_ground,0.1
34.17777777777778,-118.14949494949495,open_ground,0.1
34.17777777777778,-118.14747474747475,open_ground,0.1
34.17777777777778,-118.14545454545454,open_ground,0.1
34.17777777777778,-118.14343434343435,light_vegetation,0.5
34.17777777777778,-118.14141414141415,open_ground,0.1
34.17777777777778,-118.13939393939394,road,0.1
34.17777777777778,-118.13737373737374,open_ground,0.1
34.17777777777778,-118.13535353535353,open_ground,0.1
34.17777777777778,-118.13333333333334,open_ground,0.1
34.17777777777778,-118.13131313131314,light_vegetation,0.5
34.17777777777778,-118.12929292929293,light_vegetation,0.5
34.17777777777778,-118.12727272727273,open_ground,0.1
34.17777777777778,-118.12525252525252,open_ground,0.1
34.17777777777778,-118.12323232323233,open_ground,0.1
34.17777777777778,-118.12121212121212,light_vegetation,0.5
34.17777777777778,-118.11919191919192,road,0.1
34.17777777777778,-118.11717171717171,light_vegetation,0.5
34.17777777777778,-118.11515151515151,open_ground,0.1
34.17777777777778,-118.11313131313132,open_ground,0.1
34.17777777777778,-118.11111111111111,open_ground,0.1
34.17777777777778,-118.10909090909091,open_ground,0.1
34.17777777777778,-118.1070707070707,light_vegetation,0.5
34.17777777777778,-118.1050505050505,open_ground,0.1
34.17777777777778,-118.10303030303031,open_ground,0.1
34.17777777777778,-118.1010101010101,light_vegetation,0.5
34.17777777777778,-118.0989898989899,road,0.1
34.17777777777778,-118.0969696969697,open_ground,0.1
34.17777777777778,-118.0949494949495,open_ground,0.1
34.17777777777778,-118.0929292929293,light_vegetation,0.5
34.17777777777778,-118.0909090909091,light_vegetation,0.5
34.17777777777778,-118.08888888888889,open_ground,0.1
34.17777777777778,-118.08686868686868,open_ground,0.1
34.17777777777778,-118.0848484848485,open_ground,0.1
34.17777777777778,-118.08282828282829,open_ground,0.1
34.17777777777778,-118.08080808080808,open_ground,0.1
34.17777777777778,-118.07878787878788,road,0.1
34.17777777777778,-118.07676767676767,light_vegetation,0.5
34.17777777777778,-118.07474747474748,light_vegetation,0.5
34.17777777777778,-118.07272727272728,open_ground,0.1
34.17777777777778,-118.07070707070707,open_ground,0.1
34.17777777777778,-118.06868686868687,open_ground,0.1
34.17777777777778,-118.06666666666666,open_ground,0.1
34.17777777777778,-118.06464646464647,open_ground,0.1
34.17777777777778,-118.06262626262627,open_ground,0.1
34.17777777777778,-118.06060606060606,light_vegetation,0.5
34.17777777777778,-118.05858585858586,road,0.1
34.17777777777778,-118.05656565656565,light_vegetation,0.5
34.17777777777778,-118.05454545454546,open_ground,0.1
34.17777777777778,-118.05252525252526,open_ground,0.1
34.17777777777778,-118.05050505050505,open_ground,0.1
34.17777777777778,-118.04848484848485,light_vegetation,0.5
34.17777777777778,-118.04646464646464,light_vegetation,0.5
34.17777777777778,-118.04444444444445,light_vegetation,0.5
34.17777777777778,-118.04242424242425,open_ground,0.1
34.17777777777778,-118.04040404040404,open_ground,0.1
34.17777777777778,-118.03838383838384,road,0.1
34.17777777777778,-118.03636363636363,light_vegetation,0.5
34.17777777777778,-118.03434343434344,open_ground,0.1
34.17777777777778,-118.03232323232324,open_ground,0.1
34.17777777777778,-118.03030303030303,open_ground,0.1
34.17777777777778,-118.02828282828283,open_ground,0.1
34.17777777777778,-118.02626262626262,light_vegetation,0.5
34.17777777777778,-118.02424242424243,light_vegetation,0.5
34.17777777777778,-118.02222222222223,light_vegetation,0.5
34.17777777777778,-118.02020202020202,open_ground,0.1
34.17777777777778,-118.01818181818182,road,0.1
34.17777777777778,-118.01616161616161,open_ground,0.1
34.17777777777778,-118.01414141414142,open_ground,0.1
34.17777777777778,-118.01212121212122,light_vegetation,0.5
34.17777777777778,-118.01010101010101,open_ground,0.1
34.17777777777778,-118.0080808080808,open_ground,0.1
34.17777777777778,-118.0060606060606,open_ground,0.1
34.17777777777778,-118.00404040404041,light_vegetation,0.5
34.17777777777778,-118.0020202020202,open_ground,0.1
34.17777777777778,-118.0,road,0.1
34.17979797979798,-118.2,road,0.1
34.17979797979798,-118.1979797979798,open_ground,0.1
34.17979797979798,-118.1959595959596,light_vegetation,0.5
34.17979797979798,-118.1939393939394,open_ground,0.1
34.17979797979798,-118.1919191919192,light_vegetation,0.5
34.17979797979798,-118.18989898989899,open_ground,0.1
34.17979797979798,-118.18787878787879,open_ground,0.1
34.17979797979798,-118.18585858585858,open_ground,0.1
34.17979797979798,-118.18383838383839,light_vegetation,0.5
34.17979797979798,-118.18181818181819,open_ground,0.1
34.17979797979798,-118.17979797979798,road,0.1
34.17979797979798,-118.17777777777778,light_vegetation,0.5
34.17979797979798,-118.17575757575757,open_ground,0.1
34.17979797979798,-118.17373737373738,light_vegetation,0.5
34.17979797979798,-118.17171717171718,light_vegetation,0.5
34.17979797979798,-118.16969696969697,open_ground,0.1
34.17979797979798,-118.16767676767677,open_ground,0.1
34.17979797979798,-118.16565656565656,open_ground,0.1
34.17979797979798,-118.16363636363637,open_ground,0.1
34.17979797979798,-118.16161616161617,open_ground,0.1
34.17979797979798,-118.15959595959596,road,0.1
34.17979797979798,-118.15757575757576,light_vegetation,0.5
34.17979797979798,-118.15555555555555,open_ground,0.1
34.17979797979798,-118.15353535353536,open_ground,0.1
34.17979797979798,-118.15151515151516,open_ground,0.1
34.17979797979798,-118.14949494949495,open_ground,0.1
34.17979797979798,-118.14747474747475,open_ground,0.1
34.17979797979798,-118.14545454545454,open_ground,0.1
34.17979797979798,-118.14343434343435,light_vegetation,0.5
34.17979797979798,-118.14141414141415,light_vegetation,0.5
34.17979797979798,-118.13939393939394,road,0.1
34.17979797979798,-118.13737373737374,light_vegetation,0.5
34.17979797979798,-118.13535353535353,open_ground,0.1
34.17979797979798,-118.13333333333334,open_ground,0.1
34.17979797979798,-118.13131313131314,light_vegetation,0.5
34.17979797979798,-118.12929292929293,open_ground,0.1
34.17979797979798,-118.12727272727273,open_ground,0.1
34.17979797979798,-118.12525252525252,light_vegetation,0.5
34.17979797979798,-118.12323232323233,open_ground,0.1
34.17979797979798,-118.12121212121212,open_ground,0.1
34.17979797979798,-118.11919191919192,road,0.1
34.17979797979798,-118.11717171717171,open_ground,0.1
34.17979797979798,-118.11515151515151,open_ground,0.1
34.17979797979798,-118.11313131313132,open_ground,0.1
34.17979797979798,-118.11111111111111,open_ground,0.1
34.17979797979798,-118.10909090909091,open_ground,0.1
34.17979797979798,-118.1070707070707,light_vegetation,0.5
34.17979797979798,-118.1050505050505,open_ground,0.1
34.17979797979798,-118.10303030303031,open_ground,0.1
34.17979797979798,-118.1010101010101,light_vegetation,0.5
34.17979797979798,-118.0989898989899,road,0.1
34.17979797979798,-118.0969696969697,open_ground,0.1
34.17979797979798,-118.0949494949495,light_vegetation,0.5
34.17979797979798,-118.0929292929293,open_ground,0.1
34.17979797979798,-118.0909090909091,open_ground,0.1
34.17979797979798,-118.08888888888889,open_ground,0.1
34.17979797979798,-118.08686868686868,open_ground,0.1
34.17979797979798,-118.0848484848485,open_ground,0.1
34.17979797979798,-118.08282828282829,open_ground,0.1
34.17979797979798,-118.08080808080808,open_ground,0.1
34.17979797979798,-118.07878787878788,road,0.1
34.17979797979798,-118.07676767676767,open_ground,0.1
34.17979797979798,-118.07474747474748,light_vegetation,0.5
34.17979797979798,-118.07272727272728,light_vegetation,0.5
34.17979797979798,-118.07070707070707,open_ground,0.1
34.17979797979798,-118.06868686868687,open_ground,0.1
34.17979797979798,-118.06666666666666,open_ground,0.1
34.17979797979798,-118.06464646464647,open_ground,0.1
34.17979797979798,-118.06262626262627,open_ground,0.1
34.17979797979798,-118.06060606060606,light_vegetation,0.5
34.17979797979798,-118.05858585858586,road,0.1
34.17979797979798,-118.05656565656565,light_vegetation,0.5
34.17979797979798,-118.05454545454546,light_vegetation,0.5
34.17979797979798,-118.05252525252526,open_ground,0.1
34.17979797979798,-118.05050505050505,open_ground,0.1
34.17979797979798,-118.04848484848485,open_ground,0.1
34.17979797979798,-118.04646464646464,open_ground,0.1
34.17979797979798,-118.04444444444445,open_ground,0.1
34.17979797979798,-118.04242424242425,open_ground,0.1
34.17979797979798,-118.04040404040404,open_ground,0.1
34.17979797979798,-118.03838383838384,road,0.1
34.17979797979798,-118.03636363636363,open_ground,0.1
34.17979797979798,-118.03434343434344,open_ground,0.1
34.17979797979798,-118.03232323232324,light_vegetation,0.5
34.17979797979798,-118.03030303030303,open_ground,0.1
34.17979797979798,-118.02828282828283,light_vegetation,0.5
34.17979797979798,-118.02626262626262,open_ground,0.1
34.17979797979798,-118.02424242424243,light_vegetation,0.5
34.17979797979798,-118.02222222222223,open_ground,0.1
34.17979797979798,-118.02020202020202,open_ground,0.1
34.17979797979798,-118.01818181818182,road,0.1
34.17979797979798,-118.01616161616161,open_ground,0.1
34.17979797979798,-118.01414141414142,open_ground,0.1
34.17979797979798,-118.01212121212122,open_ground,0.1
34.17979797979798,-118.01010101010101,open_ground,0.1
34.17979797979798,-118.0080808080808,light_vegetation,0.5
34.17979797979798,-118.0060606060606,open_ground,0.1
34.17979797979798,-118.00404040404041,open_ground,0.1
34.17979797979798,-118.0020202020202,open_ground,0.1
34.17979797979798,-118.0,road,0.1
34.18181818181819,-118.2,road,0.1
34.18181818181819,-118.1979797979798,road,0.1
34.18181818181819,-118.1959595959596,road,0.1
34.18181818181819,-118.1939393939394,road,0.1
34.18181818181819,-118.1919191919192,road,0.1
34.18181818181819,-118.18989898989899,road,0.1
34.18181818181819,-118.18787878787879,road,0.1
34.18181818181819,-118.18585858585858,road,0.1
34.18181818181819,-118.18383838383839,road,0.1
34.18181818181819,-118.18181818181819,road,0.1
34.18181818181819,-118.17979797979798,road,0.1
34.18181818181819,-118.17777777777778,road,0.1
34.18181818181819,-118.17575757575757,road,0.1
34.18181818181819,-118.17373737373738,road,0.1
34.18181818181819,-118.17171717171718,road,0.1
34.18181818181819,-118.16969696969697,road,0.1
34.18181818181819,-118.16767676767677,road,0.1
34.18181818181819,-118.16565656565656,road,0.1
34.18181818181819,-118.16363636363637,road,0.1
34.18181818181819,-118.16161616161617,road,0.1
34.18181818181819,-118.15959595959596,road,0.1
34.18181818181819,-118.15757575757576,road,0.1
34.18181818181819,-118.15555555555555,road,0.1
34.18181818181819,-118.15353535353536,road,0.1
34.18181818181819,-118.15151515151516,road,0.1
34.18181818181819,-118.14949494949495,road,0.1
34.18181818181819,-118.14747474747475,road,0.1
34.18181818181819,-118.14545454545454,road,0.1
34.18181818181819,-118.14343434343435,road,0.1
34.18181818181819,-118.14141414141415,road,0.1
34.18181818181819,-118.13939393939394,road,0.1
34.18181818181819,-118.13737373737374,road,0.1
34.18181818181819,-118.13535353535353,road,0.1
34.18181818181819,-118.13333333333334,road,0.1
34.18181818181819,-118.13131313131314,road,0.1
34.18181818181819,-118.12929292929293,road,0.1
34.18181818181819,-118.12727272727273,road,0.1
34.18181818181819,-118.12525252525252,road,0.1
34.18181818181819,-118.12323232323233,road,0.1
34.18181818181819,-118.12121212121212,road,0.1
34.18181818181819,-118.11919191919192,road,0.1
34.18181818181819,-118.11717171717171,road,0.1
34.18181818181819,-118.11515151515151,road,0.1
34.18181818181819,-118.11313131313132,road,0.1
34.18181818181819,-118.11111111111111,road,0.1
34.18181818181819,-118.10909090909091,road,0.1
34.18181818181819,-118.1070707070707,road,0.1
34.18181818181819,-118.1050505050505,road,0.1
34.18181818181819,-118.10303030303031,road,0.1
34.18181818181819,-118.1010101010101,road,0.1
34.18181818181819,-118.0989898989899,road,0.1
34.18181818181819,-118.0969696969697,road,0.1
34.18181818181819,-118.0949494949495,road,0.1
34.18181818181819,-118.0929292929293,road,0.1
34.18181818181819,-118.0909090909091,road,0.1
34.18181818181819,-118.08888888888889,road,0.1
34.18181818181819,-118.08686868686868,road,0.1
34.18181818181819,-118.0848484848485,road,0.1
34.18181818181819,-118.08282828282829,road,0.1
34.18181818181819,-118.08080808080808,road,0.1
34.18181818181819,-118.07878787878788,road,0.1
34.18181818181819,-118.07676767676767,road,0.1
34.18181818181819,-118.07474747474748,road,0.1
34.18181818181819,-118.07272727272728,road,0.1
34.18181818181819,-118.07070707070707,road,0.1
34.18181818181819,-118.06868686868687,road,0.1
34.18181818181819,-118.06666666666666,road,0.1
34.18181818181819,-118.06464646464647,road,0.1
34.18181818181819,-118.06262626262627,road,0.1
34.18181818181819,-118.06060606060606,road,0.1
34.18181818181819,-118.05858585858586,road,0.1
34.18181818181819,-118.05656565656565,road,0.1
34.18181818181819,-118.05454545454546,road,0.1
34.18181818181819,-118.05252525252526,road,0.1
34.18181818181819,-118.05050505050505,road,0.1
34.18181818181819,-118.04848484848485,road,0.1
34.18181818181819,-118.04646464646464,road,0.1
34.18181818181819,-118.04444444444445,road,0.1
34.18181818181819,-118.04242424242425,road,0.1
34.18181818181819,-118.04040404040404,road,0.1
34.18181818181819,-118.03838383838384,road,0.1
34.18181818181819,-118.03636363636363,road,0.1
34.18181818181819,-118.03434343434344,road,0.1
34.18181818181819,-118.03232323232324,road,0.1
34.18181818181819,-118.03030303030303,road,0.1
34.18181818181819,-118.02828282828283,road,0.1
34.18181818181819,-118.02626262626262,road,0.1
34.18181818181819,-118.02424242424243,road,0.1
34.18181818181819,-118.02222222222223,road,0.1
34.18181818181819,-118.02020202020202,road,0.1
34.18181818181819,-118.01818181818182,road,0.1
34.18181818181819,-118.01616161616161,road,0.1
34.18181818181819,-118.01414141414142,road,0.1
34.18181818181819,-118.01212121212122,road,0.1
34.18181818181819,-118.01010101010101,road,0.1
34.18181818181819,-118.0080808080808,road,0.1
34.18181818181819,-118.0060606060606,road,0.1
34.18181818181819,-118.00404040404041,road,0.1
34.18181818181819,-118.0020202020202,road,0.1
34.18181818181819,-118.0,road,0.1
34.183838383838385,-118.2,road,0.1
34.183838383838385,-118.1979797979798,open_ground,0.1
34.183838383838385,-118.1959595959596,open_ground,0.1
34.183838383838385,-118.1939393939394,open_ground,0.1
34.183838383838385,-118.1919191919192,light_vegetation,0.5
34.183838383838385,-118.18989898989899,open_ground,0.1
34.183838383838385,-118.18787878787879,light_vegetation,0.5
34.183838383838385,-118.18585858585858,open_ground,0.1
34.183838383838385,-118.18383838383839,open_ground,0.1
34.183838383838385,-118.18181818181819,open_ground,0.1
34.183838383838385,-118.17979797979798,road,0.1
34.183838383838385,-118.17777777777778,light_vegetation,0.5
34.183838383838385,-118.17575757575757,light_vegetation,0.5
34.183838383838385,-118.17373737373738,open_ground,0.1
34.183838383838385,-118.17171717171718,open_ground,0.1
34.183838383838385,-118.16969696969697,forest,0.9
34.183838383838385,-118.16767676767677,forest,0.9
34.183838383838385,-118.16565656565656,open_ground,0.1
34.183838383838385,-118.16363636363637,light_vegetation,0.5
34.183838383838385,-118.16161616161617,open_ground,0.1
34.183838383838385,-118.15959595959596,road,0.1
34.183838383838385,-118.15757575757576,open_ground,0.1
34.183838383838385,-118.15555555555555,water,0.1
34.183838383838385,-118.15353535353536,water,0.1
34.183838383838385,-118.15151515151516,water,0.1
34.183838383838385,-118.14949494949495,water,0.1
34.183838383838385,-118.14747474747475,open_ground,0.1
34.183838383838385,-118.14545454545454,light_vegetation,0.5
34.183838383838385,-118.14343434343435,open_ground,0.1
34.183838383838385,-118.14141414141415,light_vegetation,0.5
34.183838383838385,-118.13939393939394,road,0.1
34.183838383838385,-118.13737373737374,light_vegetation,0.5
34.183838383838385,-118.13535353535353,open_ground,0.1
34.183838383838385,-118.13333333333334,light_vegetation,0.5
34.183838383838385,-118.13131313131314,open_ground,0.1
34.183838383838385,-118.12929292929293,forest,0.9
34.183838383838385,-118.12727272727273,forest,0.9
34.183838383838385,-118.12525252525252,forest,0.9
34.183838383838385,-118.12323232323233,open_ground,0.1
34.183838383838385,-118.12121212121212,open_ground,0.1
34.183838383838385,-118.11919191919192,road,0.1
34.183838383838385,-118.11717171717171,light_vegetation,0.5
34.183838383838385,-118.11515151515151,open_ground,0.1
34.183838383838385,-118.11313131313132,open_ground,0.1
34.183838383838385,-118.11111111111111,open_ground,0.1
34.183838383838385,-118.10909090909091,open_ground,0.1
34.183838383838385,-118.1070707070707,open_ground,0.1
34.183838383838385,-118.1050505050505,light_vegetation,0.5
34.183838383838385,-118.10303030303031,open_ground,0.1
34.183838383838385,-118.1010101010101,open_ground,0.1
34.183838383838385,-118.0989898989899,road,0.1
34.183838383838385,-118.0969696969697,open_ground,0.1
34.183838383838385,-118.0949494949495,open_ground,0.1
34.183838383838385,-118.0929292929293,water,0.1
34.183838383838385,-118.0909090909091,water,0.1
34.183838383838385,-118.08888888888889,water,0.1
34.183838383838385,-118.08686868686868,forest,0.9
34.183838383838385,-118.0848484848485,forest,0.9
34.183838383838385,-118.08282828282829,forest,0.9
34.183838383838385,-118.08080808080808,light_vegetation,0.5
34.183838383838385,-118.07878787878788,road,0.1
34.183838383838385,-118.07676767676767,light_vegetation,0.5
34.183838383838385,-118.07474747474748,light_vegetation,0.5
34.183838383838385,-118.07272727272728,open_ground,0.1
34.183838383838385,-118.07070707070707,open_ground,0.1
34.183838383838385,-118.06868686868687,open_ground,0.1
34.183838383838385,-118.06666666666666,light_vegetation,0.5
34.183838383838385,-118.06464646464647,light_vegetation,0.5
34.183838383838385,-118.06262626262627,open_ground,0.1
34.183838383838385,-118.06060606060606,light_vegetation,0.5
34.183838383838385,-118.05858585858586,road,0.1
34.183838383838385,-118.05656565656565,light_vegetation,0.5
34.183838383838385,-118.05454545454546,open_ground,0.1
34.183838383838385,-118.05252525252526,light_vegetation,0.5
34.183838383838385,-118.05050505050505,open_ground,0.1
34.183838383838385,-118.04848484848485,open_ground,0.1
34.183838383838385,-118.04646464646464,open_ground,0.1
34.183838383838385,-118.04444444444445,forest,0.9
34.183838383838385,-118.04242424242425,forest,0.9
34.183838383838385,-118.04040404040404,forest,0.9
34.183838383838385,-118.03838383838384,road,0.1
34.183838383838385,-118.03636363636363,light_vegetation,0.5
34.183838383838385,-118.03434343434344,open_ground,0.1
34.183838383838385,-118.03232323232324,open_ground,0.1
34.183838383838385,-118.03030303030303,water,0.1
34.183838383838385,-118.02828282828283,water,0.1
34.183838383838385,-118.02626262626262,water,0.1
34.183838383838385,-118.02424242424243,water,0.1
34.183838383838385,-118.02222222222223,open_ground,0.1
34.183838383838385,-118.02020202020202,light_vegetation,0.5
34.183838383838385,-118.01818181818182,road,0.1
34.183838383838385,-118.01616161616161,open_ground,0.1
34.183838383838385,-118.01414141414142,open_ground,0.1
34.183838383838385,-118.01212121212122,open_ground,0.1
34.183838383838385,-118.01010101010101,open_ground,0.1
34.183838383838385,-118.0080808080808,light_vegetation,0.5
34.183838383838385,-118.0060606060606,open_ground,0.1
34.183838383838385,-118.00404040404041,open_ground,0.1
34.183838383838385,-118.0020202020202,forest,0.9
34.183838383838385,-118.0,road,0.1
34.18585858585859,-118.2,road,0.1
34.18585858585859,-118.1979797979798,light_vegetation,0.5
34.18585858585859,-118.1959595959596,light_vegetation,0.5
34.18585858585859,-118.1939393939394,open_ground,0.1
34.18585858585859,-118.1919191919192,light_vegetation,0.5
34.18585858585859,-118.18989898989899,open_ground,0.1
34.18585858585859,-118.18787878787879,open_ground,0.1
34.18585858585859,-118.18585858585858,open_ground,0.1
34.18585858585859,-118.18383838383839,open_ground,0.1
34.18585858585859,-118.18181818181819,light_vegetation,0.5
34.18585858585859,-118.17979797979798,road,0.1
34.18585858585859,-118.17777777777778,open_ground,0.1
34.18585858585859,-118.17575757575757,open_ground,0.1
34.18585858585859,-118.17373737373738,open_ground,0.1
34.18585858585859,-118.17171717171718,forest,0.9
34.18585858585859,-118.16969696969697,forest,0.9
34.18585858585859,-118.16767676767677,forest,0.9
34.18585858585859,-118.16565656565656,forest,0.9
